,text,Filename,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Num_Words,label,Trust,error,Pid1,Pid2,ER_Pid,ER_language,ER_gender,Duration,Min_Pitch,Max_Pitch,Mean_Pitch,SD_Pitch,Median_Pitch,MAS_F0,VCD2TOT_Frames,Min_Intensity,Max_Intensity,Mean_Intensity,SD_Intensity,Median_Intensity,Jitter,Shimmer,HNR,Speaking_Rate,lexicon_count,reading_ease,fernandez_huertta,syble,gunning,inse,automated,freq_complex_word,difficult,dale,coleman,smog,kincaid,flesch,freq_long_word,Polysyllable_count,sent_count,i,Pronoun,Ipron,Article,Conj,Adj,Interrog,Drives,Bio,Health,nonflu,Affiliation,Achieve,Focuspresent,Relativ,Space,prob_rf_f,prob_rf_t,prob_gau_f,prob_gau_t
1759,four roommates,p530p531-part1_ch2_407.505040_408.386190_q20_F_F,0.881156463,88.56536951,106.3139254,98.88753229,2.937860467,99.10417199,124.3923558,0.529411765,34.37130925,67.39773947,62.19257717,10.16124171,62.91585687,0.015289671,0.055606558,17.12962783,2.269744461,2,1,FALSE,1,530,531,530,English,Male,-0.5616,-0.0545,-1.2096,-0.6057,-1.0888,-0.394,-0.7113,-0.0827,0.1798,-0.5048,-0.2344,-0.0673,0.414,-1.1964,-1.3059,1.2359,-0.8144,2,77.91,114.8,3,0.8,0,10.2,11.63,1,11.63,7.1,0,2.9,77.91,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0.5,0.49,0.51,0.60,0.40
1760,um what is it,p536p537-part2_ch1_1119.156578_1120.975607_q11_T_T,1.819024943,71.41462876,242.5051977,206.9707647,41.26884206,218.5005808,318.5078936,0.438202247,23.082153,74.09724068,66.83608853,18.01547433,57.75031426,0.014105971,0.044736818,16.05450603,2.198980291,4,0,TRUE,1,536,537,537,English,Female,-0.2321,-0.9855,-0.7842,0.1014,-0.3014,0.338,-0.5846,-0.7454,-0.9418,0.2096,0.3134,1.9609,-0.1251,-0.6699,-1.0442,0.413,-0.8305,4,118.18,142.8,4,1.6,1,-7.8,0.2,0,0.2,-8.71,0,-2.3,118.18,0,0,1,0,0.5,0.5,0,0,0,0.25,0,0,0,0.25,0,0,0.25,0,0,0.17,0.83,0.49,0.51
1761,uh how long have you been um are you an under grad,p464p465-part1_ch2_600.476560_605.286560_q21_F_T,4.81,85.26329375,232.2774658,162.5591352,19.00552687,158.1442469,118.6685801,0.527196653,16.02879933,70.30607725,61.01967267,11.63295998,57.73943371,0.009224393,0.059641908,18.29226166,2.494802495,12,0,TRUE,1,464,465,464,English,Male,0.6166,-0.1315,-0.4781,0.6236,-0.6436,0.6899,-0.7234,-0.0936,-1.4904,-0.1633,-0.3838,0.2946,-0.0626,-1.6781,-1.1951,1.5096,-0.6612,12,101.6,128.6,13,4.8,5,-0.2,0.6,0,0.6,0.68,0,2.1,101.6,0,0,1,0,0.166666667,0,0.083333333,0.083333333,0,0.083333333,0.083333333,0,0,0.166666667,0,0,0.166666667,0.166666667,0.166666667,0.19,0.81,0.54,0.46
1762,what um what is your what's your handle your username,p502p503-part2_ch1_674.630066_677.598837_q9_F_T,2.96877551,78.08134469,127.4140232,99.93939434,11.25537813,102.3348134,136.3291257,0.740614334,28.89459989,76.11350963,67.93225129,11.85362746,63.17276985,0.020519913,0.101985259,14.45872979,3.368392108,10,0,TRUE,1,502,503,503,English,Male,0.0644,-0.299,-1.087,-0.5854,-0.8583,-0.3347,-0.686,0.9556,-0.3189,0.5185,0.4968,0.3488,0.4376,-0.781,-0.0324,0.607,-0.0665,10,95.17,124.7,12,4,4,6.2,5.71,1,5.71,6.18,0,2.5,95.17,0.071428571,0,1,0,0.428571429,0.214285714,0,0,0,0.214285714,0,0,0,0.071428571,0,0,0.142857143,0,0,0.16,0.84,0.48,0.52
1763,what is the last movie you saw that you really hated,p542p543-part1_ch2_275.704720_278.004720_q15_F_T,2.3,80.57301493,147.9517206,111.7698562,17.1021577,110.3269748,204.9300742,0.665198238,27.21663984,75.69800681,66.79814316,7.631802044,63.75258093,0.025104517,0.10029476,10.8086882,4.782608696,11,0,TRUE,1,542,543,542,English,Male,-0.1361,-0.2409,-0.9678,-0.3569,-0.6963,-0.188,-0.5405,0.5849,-0.4717,0.4698,0.3523,-0.6893,0.491,-0.4169,-0.0788,-0.2524,0.8962,11,85.69,117.6,14,4.4,5.5,2.1,5.62,1,5.62,3.69,0,4,85.69,0,1,1,0,0.363636364,0.181818182,0.090909091,0,0,0.090909091,0,0,0,0,0,0,0.090909091,0.090909091,0,0.18,0.82,0.41,0.59
1764,and what does he own,p294p295-part2_ch1_48.055320_49.097780_q4_T_T,1.04244898,167.9549716,528.2673787,208.1455421,52.95031789,198.3009453,637.4207259,0.772277228,42.74882038,69.53600375,64.95342425,7.150986533,63.9775174,0.017020196,0.066044742,17.11736666,4.796397807,5,0,TRUE,1,294,295,295,English,Female,-0.465,1.2661,0.8752,0.124,0.0222,-0.0328,0.0918,0.897,0.8491,-0.3259,0.0735,-0.7107,0.4482,-0.4385,-0.4591,0.6632,0.9377,5,117.16,141.8,5,2,1.5,-4,0.25,0,0.25,-3.17,0,-1.9,117.16,0,0,1,0,0.4,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0.17,0.83,0.56,0.44
1765,okay have you ever broken a bone,p560p561-part2_ch1_97.644179_101.720771_q5_T_T,4.076598639,137.7407951,256.7536604,186.9055157,23.22333773,189.0549194,116.635945,0.254950495,22.86553045,74.3243368,61.97366027,16.40691013,33.51554734,0.026090298,0.100315365,14.48075149,1.717117779,7,0,TRUE,1,560,561,561,English,Female,0.4448,0.5614,-0.7014,-0.286,-0.8014,-0.2025,-1.0128,-1.6463,-0.9615,0.2363,-0.3061,1.5653,-2.3563,0.2819,0.482,0.0424,-1.1585,7,89.75,121.7,9,2.8,2.5,-0.6,0.35,0,0.35,1.57,0,2.5,89.75,0,0,1,0,0.142857143,0,0.142857143,0,0.142857143,0,0,0.142857143,0,0,0,0,0.142857143,0.142857143,0,0.2,0.8,0.25,0.75
1766,ha ha,p288p289-part2_ch1_424.888130_425.735480_q7_F_F,0.847346939,75.98583681,594.0772349,406.1908891,101.040402,387.8953356,3217.632045,0.740740741,40.32000776,74.16635817,65.96632037,6.676838161,61.41742678,0.047320468,0.142924616,13.63302517,2.360308285,2,1,FALSE,1,288,289,289,English,Female,-0.5235,-0.8789,1.2574,3.9477,1.3547,3.448,5.5642,0.742,0.6279,0.2177,0.2026,-0.8273,0.2125,1.9679,1.652,-0.1572,-0.7206,2,120.21,144.8,2,0.8,0,-11.1,0.1,0,0.1,-19.01,0,-3.1,120.21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.26,0.11,0.89
1767,okay like how do you like it is it really hot,p340p341-part2_ch1_22.760450_24.874800_q2_F_F,2.114353741,98.31206206,214.280086,163.8979676,34.03398706,169.8833758,259.832612,0.764423077,25.97642528,74.46812059,66.58317622,11.28567336,60.87642089,0.016664188,0.083971208,16.83013385,5.202535311,11,1,FALSE,1,340,341,341,English,Female,-0.1436,-0.3582,-0.9481,-0.7303,-0.5019,-0.5545,-0.7091,0.8584,-0.6782,0.2532,0.2811,0.306,0.1627,-0.4667,0.0332,0.5956,1.2141,11,94.15,123.6,13,4.4,5.5,-1.1,0.55,0,0.55,-0.03,0,2.9,94.15,0,1,1,0,0.272727273,0.181818182,0,0.090909091,0.090909091,0.090909091,0,0,0,0,0,0,0.181818182,0,0,0.37,0.63,0.40,0.60
1768,what have you broken,p360p361-part2_ch1_207.112320_207.952320_q6_F_F,0.84,158.9345403,215.7768592,183.7768605,15.17271028,182.41971,255.572233,0.8375,42.54920937,73.12304268,67.88885596,7.548757796,66.19542306,0.022691138,0.087695238,16.51009296,4.761904762,4,1,FALSE,1,360,361,361,English,Female,-0.5257,1.0557,-0.9394,-0.3465,-1.0245,-0.3244,-0.7181,1.2177,0.8309,0.0952,0.4475,-0.6129,0.6524,0.0119,0.1354,0.5202,0.9142,4,92.8,124.8,5,1.6,1,0.6,0.2,0,0.2,1.45,0,1.3,92.8,0,0,1,0,0.5,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0.25,0,0,0.72,0.28,0.50,0.50
1769,um can you remember any deal even any sorry details about it,p474p475-part2_ch1_1606.147170_1609.157170_q24_F_T,3.01,79.59795737,595.3559782,150.6703374,61.13860866,141.2650034,598.1748749,0.697986577,40.58226701,73.03473619,66.49444108,8.169676223,63.47515033,0.026165301,0.091246016,15.2594192,3.986710963,12,0,TRUE,1,474,475,475,English,Male,0.0768,-0.2636,1.6303,0.3941,0.5238,0.38,0.2936,0.7461,0.7454,0.157,0.3137,-0.5571,0.4654,-0.3327,-0.3272,0.7955,0.3544,12,84.68,116.6,16,4.8,6,3.8,5.55,1,5.55,5.5,0,4.4,84.68,0.166666667,1,1,0,0.166666667,0.083333333,0,0,0.083333333,0,0,0,0,0.083333333,0,0,0.083333333,0,0,0.18,0.82,0.43,0.57
1770,no,p222p223-part2_ch1_374.039190_374.334990_q8_F_T,0.295804989,151.5848057,172.6893044,160.7021766,7.805544473,159.7509397,191.8590786,0.461538462,29.03599997,43.44467429,40.37775543,5.465985273,40.88815219,0.009769502,0.129164199,8.334679111,3.380605596,1,0,TRUE,1,222,223,223,English,Male,-0.7371,1.4153,-0.8241,0.5878,-0.9539,0.7194,-0.5682,-0.4164,-0.306,-3.3172,-3.0133,-1.2219,-1.614,-1.6348,0.7139,-0.8349,-0.0582,1,121.22,145.8,1,0.4,-0.5,-11.6,0.05,0,0.05,-33.81,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.72,0.36,0.64
1771,what'd you buy,p234p235-part1_ch2_22.079230_22.649230_q10_T_T,0.57,75.25212433,87.20354114,81.05608236,4.338015414,79.63173676,44.08588188,0.333333333,29.46862463,70.59373207,64.37948097,9.280796564,62.48245266,0.034821785,0.123582292,3.65576173,5.263157895,3,0,TRUE,1,234,235,234,English,Male,-0.6549,-0.365,-1.3205,-0.9499,-1.05,-0.7515,-0.8816,-1.0467,-0.2666,-0.1296,0.0442,-0.2838,0.3741,0.3548,0.5607,-1.9366,1.2233,3,119.19,143.8,3,1.2,0.5,5.2,0.15,0,0.15,-4.29,0,-2.7,119.19,0,0,1,0,0.285714286,0.142857143,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0.11,0.89,0.49,0.51
1772,which bone did you break,p302p303-part2_ch1_122.806770_123.746770_q6_F_F,0.94,75.66730781,216.4108857,180.6630255,41.46603286,193.1811311,377.1477812,0.516483516,23.7403303,72.04295935,64.68482649,9.120945461,62.86310341,0.025912742,0.065577139,12.63487594,5.319148936,5,1,FALSE,1,302,303,303,English,Female,-0.4957,-0.8863,-0.9357,-0.4066,-0.296,-0.1268,-0.4603,-0.3605,-0.8818,-0.0316,0.0393,-0.2263,0.3456,0.2678,-0.4719,-0.3922,1.2935,5,117.16,141.8,5,2,1.5,-0.2,0.25,0,0.25,1.48,0,-1.9,117.16,0,0,1,0,0.4,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0,0.2,0,0.8,0.2,0.49,0.51
1773,mmm uh where,p474p475-part1_ch2_58.402680_59.492250_q3_T_F,1.089569161,88.07761203,211.1909606,119.9552593,38.75490997,101.2727779,260.4555167,0.533333333,28.27933318,70.69132486,63.21379814,13.02971136,59.03827039,0.025007554,0.075790105,10.72702638,2.753381894,3,1,FALSE,1,474,475,474,English,Male,-0.4991,-0.0659,-0.6005,-0.1989,-0.0964,-0.3542,-0.4227,-0.0634,-0.3749,-0.1181,-0.1043,0.638,0.057,-0.4246,-0.7517,-0.2716,-0.4851,3,119.19,143.8,3,1.2,0.5,-4.3,0.15,0,0.15,-6.26,0,-2.7,119.19,0,0,1,0,0,0,0,0,0,0.333333333,0,0,0,0.666666667,0,0,0,0.333333333,0.333333333,0.8,0.2,0.55,0.45
1774,okay,p318p319-part2_ch1_119.675900_120.205650_q6_T_F,0.529750567,214.3100507,258.0012121,236.1304063,16.25469901,236.2010205,354.0027565,0.428571429,32.48759508,72.80267129,67.87922422,14.22638879,66.12190549,0.018098268,0.082319875,14.44536495,1.887680849,1,1,FALSE,1,318,319,319,English,Female,-0.6187,2.3473,-0.6942,0.6643,-0.9945,0.663,-0.5093,-0.7927,-0.0853,0.0576,0.4462,1.0291,0.6457,-0.3529,-0.0122,0.0341,-1.0424,1,121.22,145.8,1,0.4,-0.5,-2.2,0.05,0,0.05,-22.21,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.17,0.53,0.47
1775,computer tech what does he,p352p353-part1_ch2_59.945460_61.902150_q4_F_F,1.956689342,76.43121453,351.4389762,98.4667896,40.61029901,91.1836277,392.91928,0.21875,18.8559656,69.51737853,58.51562424,16.64085369,48.8076199,0.043655563,0.204343218,7.623608896,2.555336655,5,1,FALSE,1,352,353,352,English,Male,-0.239,-0.3375,0.2139,-0.6138,-0.045,-0.5395,-0.1418,-1.6101,-1.233,-0.2559,-0.7028,1.526,-0.8849,1.0564,2.7783,-1.0024,-0.62,5,83.32,117.8,7,10,2.5,1.8,7.04,1,7.04,3.8,0,2.9,83.32,0.2,1,1,0,0.4,0.2,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.45,0.55,0.28,0.72
1776,um and how many roommates do you have,p496p497-part2_ch1_416.875530_422.979440_q13_T_T,6.103900227,78.15824049,235.9286369,180.2710171,30.81805936,181.8509488,170.33982,0.403624382,23.82891184,76.4996239,66.50555886,18.15376238,58.27787864,0.024324479,0.075064998,17.74710478,1.310637413,8,0,TRUE,1,496,497,497,English,Female,1.0527,-0.8283,-0.8224,-0.4141,-0.591,-0.3348,-0.8989,-0.9154,-0.8738,0.4917,0.2713,1.9949,-0.0765,0.1416,-0.2114,0.8115,-1.4352,8,105.66,132.7,9,3.2,3,0.2,6.01,1,6.01,2.1,0,0.5,105.66,0.125,0,1,0,0.125,0,0,0.25,0,0.125,0.125,0,0,0.125,0.125,0,0.25,0.125,0.125,0.22,0.78,0.39,0.61
1777,and you were a patient,p252p253-part1_ch2_311.959070_312.869070_q8_T_T,0.91,77.95451202,148.3346839,106.6699181,11.97912835,103.0791047,286.2139992,0.647727273,27.19934937,73.51417418,69.75076557,11.0668003,70.38827571,0.026273977,0.076779343,12.33529499,5.494505495,5,0,TRUE,1,252,253,252,English,Male,-0.5529,-0.302,-0.9655,-0.4554,-0.8383,-0.3211,-0.3681,0.499,-0.4732,0.2133,0.7285,0.1553,1.1019,-0.324,-0.7245,0.107,1.3808,5,100.24,129.8,6,2,1.5,-2.1,7.04,1,7.04,-0.85,0,0.5,100.24,0.2,0,1,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0.21,0.79,0.48,0.52
1778,what was the last movie you saw that you really hated,p244p245-part2_ch1_215.598370_218.158370_q18_F_F,2.56,80.89009306,277.0353295,156.9317059,54.30786,178.2458616,575.1736445,0.656126482,43.50516033,72.56469854,62.6698189,5.685341036,59.23012083,0.017406408,0.09235482,13.89371374,4.296875,11,1,FALSE,1,244,245,245,English,Female,-0.0099,-0.7645,-0.5836,-0.8648,0.0598,-0.401,-0.0402,0.326,0.9179,0.0297,-0.2174,-1.0711,0.0112,-0.4078,0.2634,-0.0958,0.5976,11,85.69,117.6,14,4.4,5.5,2.5,5.62,1,5.62,4.21,0,4,85.69,0,1,1,0,0.363636364,0.181818182,0.090909091,0,0,0.090909091,0,0,0,0,0,0,0,0.090909091,0,0.72,0.28,0.39,0.61
1779,and why did you hate it,p440p441-part1_ch2_561.929871_562.704923_q17_T_F,0.775056689,71.72389751,175.038002,146.2206647,20.12462564,149.7194567,373.7223731,0.972972973,58.91684199,75.19083702,69.93844772,4.670807433,66.74392456,0.020296441,0.103100632,13.83532478,7.741369222,6,1,FALSE,1,440,441,440,English,Male,-0.5934,-0.4473,-0.8105,0.3082,-0.6126,0.5352,-0.1825,2.098,2.4149,0.4102,0.7524,-1.4174,0.7664,-0.7988,-0.0017,0.4602,2.9103,6,116.15,140.7,6,2.4,2,-4.4,0.3,0,0.3,-3.44,0,-1.5,116.15,0,0,1,0,0.333333333,0.166666667,0,0.166666667,0,0.166666667,0,0,0,0,0,0,0.166666667,0,0,0.79,0.21,0.49,0.51
1780,oh i wa- i can see the eye that,p504p505-part2_ch1_454.454260_458.346380_q22_F_F,3.892108844,78.75534664,545.441253,212.702648,81.18487191,196.157288,183.666571,0.101036269,16.31860506,58.5605513,46.27122941,11.14251142,26.90995734,0.026111812,0.048084499,17.36438774,2.312371098,9,1,FALSE,1,504,505,505,English,Female,0.3895,-0.8143,0.975,0.212,0.8045,-0.0722,-0.8706,-2.403,-1.5577,-1.6146,-2.3064,0.2708,-2.9644,0.2836,-0.9522,0.7214,-0.7533,9,113.1,137.7,9,3.6,3.5,-5,0.45,0,0.45,-4.91,0,-0.4,113.1,0,0,1,0.2,0.3,0.1,0.1,0,0,0,0,0.1,0,0.1,0,0,0.2,0,0,0.41,0.59,0.19,0.81
1781,what type of doctor,p284p285-part2_ch1_283.009910_284.319910_q4_F_T,1.31,75.67645803,562.8111446,245.1059599,82.84699126,233.3896649,1252.099459,0.703125,34.95014466,62.89383022,56.50570714,6.951601576,53.88223844,0.040101542,0.119339992,11.66567392,3.053435115,4,0,TRUE,1,284,285,285,English,Female,-0.3848,-0.8861,1.0758,0.8376,0.8506,0.6114,1.3955,0.5571,0.1389,-1.1058,-1.0026,-0.7597,-0.4812,1.3946,1.0044,-0.6204,-0.2488,4,92.8,124.8,5,1.6,1,-0.7,0.2,0,0.2,0,0,1.3,92.8,0,0,1,0,0.25,0.25,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0.24,0.76,0.38,0.62
1782,so how many roommates do you have,p324p325-part2_ch1_135.132540_139.602540_q4_F_F,4.47,92.21240359,269.4806811,174.8417992,59.43138745,209.544949,156.1954749,0.399548533,27.01970121,80.41663307,71.62058869,16.97280737,60.14402912,0.012949776,0.045947579,19.42439278,1.565995526,7,1,FALSE,1,324,325,325,English,Female,0.5628,-0.5005,-0.6275,-0.519,0.2018,0.1736,-0.9289,-0.9354,-0.5832,0.9516,0.9229,1.7045,0.0953,-0.7617,-1.0109,1.2064,-1.2614,7,106.67,133.7,8,2.8,2.5,0.3,6.24,1,6.24,2.44,0,0.1,106.67,0.142857143,0,1,0,0.142857143,0,0,0.285714286,0,0.142857143,0.142857143,0,0,0,0.142857143,0,0.285714286,0.142857143,0.142857143,0.43,0.57,0.46,0.54
1783,okay i have a cousin who has family from there what's it like growing up in louisville,p526p527-part2_ch1_9.378073_15.688169_q1_F_T,6.310090703,76.02512463,355.6463024,186.5464166,66.27070146,200.4101194,390.1459942,0.576433121,22.8144247,75.76567798,64.49669074,13.6113476,60.44902735,0.021943865,0.094479358,15.19769972,2.694097565,17,0,TRUE,1,526,527,527,English,Female,1.1146,-0.878,-0.1272,-0.293,0.3913,0.0059,-0.4327,-0.0658,-0.9662,0.4055,0.0154,0.8779,0.1234,-0.0474,0.3217,0.2112,-0.4934,17,88.06,117.5,20,6.8,8.5,7.6,5.41,1,5.41,5.97,0,5.2,88.06,0.095238095,1,1,0.04761905,0.19047619,0.142857143,0.047619048,0,0,0.095238095,0.142857143,0,0,0,0.095238095,0,0.142857143,0.142857143,0.095238095,0.15,0.85,0.36,0.64
1784,okay uh have you ever broken a bone,p340p341-part1_ch2_133.420160_151.483240_q5_F_F,18.0630839,80.71232075,143.6313024,113.9881098,16.04312161,115.8459707,22.45095044,0.06156406,11.01460855,65.97799858,49.11964845,12.00949838,26.30170366,0.031771167,0.109347102,9.816373068,0.442892257,8,1,FALSE,1,340,341,340,English,Male,4.5907,-0.2377,-0.9929,-0.3141,-0.7257,-0.0867,-0.9275,-2.3828,-1.947,-0.6715,-1.8997,0.3871,-2.957,0.1125,0.1698,-0.4861,-2.058,8,88.74,120.7,10,3.2,3,-1,0.4,0,0.4,0.65,0,2.9,88.74,0,0,1,0,0.125,0,0.125,0,0.125,0,0,0.125,0,0.125,0,0,0.125,0.125,0,0.4,0.6,0.16,0.84
1785,um what kind of ereader is it,p486p487-part1_ch2_77.045050_79.925050_q11_F_T,2.88,94.49007223,496.6272779,148.1022499,59.69199333,135.2332085,324.9265929,0.536842105,29.53587951,74.73303205,63.59817914,11.92930422,58.2853967,0.019830135,0.109310115,12.81128127,2.430555556,7,0,TRUE,1,486,487,486,English,Male,0.0378,0.0837,1.0569,0.3445,0.4837,0.2693,-0.286,-0.0462,-0.2605,0.3564,-0.0553,0.3674,-0.0124,-0.8358,0.1688,0.2191,-0.7049,7,106.67,133.7,8,2.8,2.5,-2.5,6.24,1,6.24,-0.87,0,0.1,106.67,0.142857143,0,1,0,0.285714286,0.285714286,0,0,0,0.142857143,0,0,0,0.142857143,0,0,0.142857143,0,0,0.17,0.83,0.49,0.51
1786,um what was the last movie you saw that you really hated,p342p343-part2_ch1_229.307310_232.267310_q16_T_T,2.96,90.22933377,593.3948068,203.6715183,60.59821649,197.2269807,782.8063675,0.658703072,42.39699054,77.21300193,68.77004306,7.694380122,66.61798148,0.014704443,0.060028288,15.88223241,4.054054054,12,0,TRUE,1,342,343,343,English,Female,0.11,-0.5467,1.2534,0.0377,0.2341,-0.0525,0.4001,0.3387,0.817,0.5754,0.5597,-0.5771,0.6913,-0.6224,-0.6243,0.3724,0.4323,12,84.68,116.6,15,4.8,6,2.2,5.55,1,5.55,3.58,0,4.4,84.68,0,1,1,0,0.333333333,0.166666667,0.083333333,0,0,0.083333333,0,0,0,0.083333333,0,0,0,0.083333333,0,0.2,0.8,0.44,0.56
1787,that sounds crowded,p228p229-part2_ch1_344.235980_345.065980_q20_F_F,0.83,75.51566751,573.1966918,108.3585884,113.7648595,79.93265682,1698.462752,0.45,44.33536374,68.4827729,64.10552449,5.91945171,62.89739276,0.046395425,0.109652509,8.68984908,3.614457831,3,1,FALSE,1,228,229,229,English,Male,-0.5769,-0.3589,1.5016,-0.4228,1.9819,-0.746,2.6272,-0.4731,1.0871,-0.3774,0.0093,-1.1104,0.4123,1.2739,0.1782,-0.7513,0.101,3,93.81,125.8,4,1.2,0.5,6.8,0.15,0,0.15,7.32,0,0.9,93.81,0.333333333,0,1,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.41,0.59
1788,oh,p302p303-part1_ch2_398.178630_398.708370_q23_F_T,0.529750567,174.138067,556.6354602,230.2700642,105.6018808,197.186966,1118.874988,0.632653061,42.45322607,66.37172203,58.90360986,8.0559427,48.0471566,0.049104893,0.172159181,15.23209378,1.887680849,1,0,TRUE,1,302,303,302,English,Female,-0.6187,1.4103,1.04,0.5512,1.4811,-0.0533,1.1129,0.2106,0.8221,-0.6975,-0.6971,-0.4882,-1.0184,2.1096,2.4547,0.2193,-1.0424,1,121.22,145.8,1,0.4,-0.5,-11.6,0.05,0,0.05,-33.81,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.77,0.52,0.48
1789,that's cool just like my mom right,p448p449-part2_ch1_85.117208_86.396225_q4_T_T,1.279024943,75.16314416,158.1587811,117.2543585,16.50779324,113.8658723,350.2247311,0.637096774,28.46759994,52.45885712,48.10933251,4.746100166,47.84907273,0.042136574,0.137798373,8.343354521,5.472919067,7,0,TRUE,1,448,449,449,English,Male,-0.4423,-0.3671,-0.9085,-0.2511,-0.7128,-0.123,-0.2323,0.4467,-0.3578,-2.2588,-2.0284,-1.3989,-0.9732,0.9357,0.951,-0.8329,1.3661,7,115.13,139.7,7,2.8,2.5,3.6,0.35,0,0.35,2.44,0,-1.2,115.13,0,0,1,0.09090909,0.181818182,0.090909091,0,0,0.090909091,0,0,0,0,0,0,0,0.090909091,0.090909091,0.090909091,0.13,0.87,0.34,0.66
1790,and have you ever gotten into trouble with the police,p222p223-part2_ch1_110.388810_112.748740_q9_F_F,2.359931973,112.264195,213.3329637,151.3269537,20.34277091,152.058326,334.5004858,0.75,39.45212601,78.04417256,70.96263721,9.530877817,68.79469773,0.026972457,0.100313233,15.8643092,4.237410279,10,1,FALSE,1,222,223,223,English,Male,-0.1181,0.4982,-0.5881,0.4068,-0.6066,0.5781,-0.2657,1.0018,0.6425,0.7452,0.8829,-0.2223,0.9552,-0.2686,-0.0783,0.938,0.5251,10,69.79,106.7,15,4,4,4.3,5.71,1,5.71,6.76,0,6,69.79,0.1,0,1,0,0.1,0,0.1,0.1,0,0,0.3,0,0,0,0,0,0.1,0.2,0.1,0.68,0.32,0.52,0.48
1791,really what do you like about it,p474p475-part2_ch1_32.197010_34.368130_q1_F_F,2.171111111,71.73381036,475.4994496,122.0477105,50.44638628,117.4419397,460.818487,0.308411215,27.90250486,69.38055547,60.18465783,12.93849335,53.1309818,0.04425569,0.103020154,7.334071725,3.224155578,7,1,FALSE,1,474,475,475,English,Male,-0.1747,-0.4471,0.9343,-0.1585,0.2275,-0.0574,0.0023,-1.1692,-0.4092,-0.272,-0.4901,0.6156,-0.4869,1.104,-0.0039,-1.0705,-0.1647,7,89.75,121.7,9,2.8,3.5,-0.6,0.35,0,0.35,1.57,0,2.5,89.75,0,1,1,0,0.428571429,0.285714286,0,0,0,0.142857143,0,0,0,0,0,0,0.142857143,0,0,0.81,0.19,0.36,0.64
1792,cool have you ever played tennis,p434p435-part2_ch1_93.077010_94.387010_q19_T_T,1.31,75.37125552,586.8917715,135.5036881,117.6276259,101.9961375,1411.578786,0.59375,38.12282363,71.67636494,64.22225107,7.805495364,62.17709877,0.045177916,0.149071802,9.407870433,4.580152672,6,0,TRUE,1,434,435,435,English,Male,-0.433,-0.3622,1.5811,0.1013,2.089,-0.3409,2.0188,0.2336,0.5214,-0.0024,0.0242,-0.6466,0.3459,1.1773,1.2606,-0.5822,0.7584,6,90.77,122.7,8,2.4,2,2.8,0.3,0,0.3,5.27,0,2.1,90.77,0,0,1,0,0.166666667,0,0,0,0.166666667,0,0,0,0,0,0,0,0.166666667,0.166666667,0,0.07,0.93,0.37,0.63
1793,what uh okay so it it wasn't for you um,p502p503-part2_ch1_1258.825616_1261.617349_q16_F_F,2.791723356,77.30972016,323.6199758,113.0065433,31.43610033,105.4286113,325.4520022,0.746376812,21.84703242,79.88536553,71.97010326,11.22977315,68.61260053,0.021516853,0.09071661,12.97220767,3.582016814,10,1,FALSE,1,502,503,503,English,Male,0.0114,-0.317,0.0523,-0.3331,-0.2992,-0.2779,-0.2848,0.984,-0.9606,0.9614,1.0112,0.1954,0.9384,-0.7018,-0.3418,0.257,0.0789,10,103.63,130.7,11,4,4,-0.5,0.5,0,0.5,-1.95,0,1.3,103.63,0,0,1,0,0.285714286,0.214285714,0,0.071428571,0,0.071428571,0,0,0,0.142857143,0,0,0,0,0,0.81,0.19,0.52,0.48
1794,who who was in that again,p354p355-part1_ch2_650.431680_651.569570_q17_F_F,1.137891156,114.4075268,503.520105,151.9385766,68.97223884,138.775204,870.9932328,0.881818182,42.60095571,70.14595402,67.33734836,6.266973025,67.36433347,0.012044426,0.065574571,18.82467342,5.272912058,6,1,FALSE,1,354,355,354,English,Male,-0.4846,0.5482,1.097,0.4186,0.7408,0.3343,0.8722,1.6498,0.9292,-0.1821,0.421,-1.0249,0.8235,-1.4541,-1.0322,1.635,1.23,6,116.15,140.7,6,2.4,2,-2.8,0.3,0,0.3,-1.53,0,-1.5,116.15,0,0,1,0,0.5,0.5,0,0,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0.166666667,0.8,0.2,0.61,0.39
