,X,Filename,text,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Num_Words,Trust,Pid1,Pid2,ER_Pid,ER_gender,ER_language,Duration,Min_Pitch,Max_Pitch,Mean_Pitch,SD_Pitch,Median_Pitch,MAS_F0,VCD2TOT_Frames,Min_Intensity,Max_Intensity,Mean_Intensity,SD_Intensity,Median_Intensity,Jitter,Shimmer,HNR,Speaking_Rate,lexicon_count,freq_long_word,freq_complex_word,reading_ease,Polysyllable_count,sent_count,fernandez_huertta,syble,gunning,inse,difficult,dale,automated,coleman,smog,kincaid,flesch,Conj,Negate,Interrog,Cause,Bio,Health,nonflu,Differ,Money
2087,4593,p550p551-part2_ch1_1185.910805_1195.424853_q14_T_T,huh? what about now does barnard girls get any time for relationships,9.514058957,80.38510013,596.3414843,126.7248603,100.6671867,103.2443922,210.4416539,0.246835443,19.68585128,74.23928045,58.63671362,15.96705245,32.49855288,0.029484462,0.102815955,10.44492008,1.261291322,12,TRUE,550,551,551,Male,Mandarin,1.5774,-0.3388,1.3638,-0.2003,1.5484,-0.4252,-0.5463,-1.4484,-1.3393,0.1133,-1.1624,1.3337,-2.8364,-0.1227,0.2726,-0.5472,-1.2455,12,0.153846154,5.55,84.68,1,1,116.6,15,8.13,6,1,5.55,7.3,9.38,0,4.4,84.68,0,0,0.076923077,0,0,0,0.076923077,0,0
2088,4594,p366p367-part2_ch1_1093.170130_1101.432600_q11_F_F,"[""so you don't have a oka who-who was the last person you were in a physical fight fight with""]",8.262471655,77.85991491,366.438448,212.9348396,43.80616548,208.8152901,330.8088552,0.422843256,16.61327577,74.42141043,61.85776946,18.42597655,52.90819109,0.01701493,0.074216289,15.60796538,2.299554031,19,FALSE,366,367,367,Female,Mandarin,1.3437,-0.8867,-0.2856,0.0819,-0.2936,0.0934,-0.5421,-0.8285,-1.6726,0.1018,-0.6858,1.9749,-0.824,-0.3501,0.0514,0.0677,-0.3401,19,0.052631579,5.41,86.03,1,1,115.5,22,9.71,10.5,1,5.41,6.2,4.41,0,6,86.03,0.052631579,0.052631579,0,0,0.052631579,0.052631579,0,0,0
2089,4597,p212p213-part1_ch2_493.212910_494.318270_q17_F_F,mm i see,1.105351474,174.1256558,581.3854055,201.9314577,71.64483466,185.0615143,1024.752295,0.822429907,28.13061073,58.99620173,53.11619485,6.132532497,50.67976578,0.026884444,0.155344141,15.31030193,2.714068847,3,FALSE,212,213,212,Female,Mandarin,-0.5819,1.4229,0.9443,-0.1323,0.5075,-0.3557,1.0526,1.2544,-0.5232,-2.295,-2.247,-1.1908,-1.0635,0.3818,2.5473,-0.004,0.0086,3,0,0.15,119.19,0,1,143.8,3,1.2,0.5,0,0.15,-10.6,-13.98,0,-2.7,119.19,0,0,0,0,0,0,0.333333333,0,0
2090,4603,p496p497-part1_ch2_159.767170_178.856570_q7_T_T,um have you ever stayed overnight in hospital as patient,19.08941043,108.031584,532.296142,229.6841881,41.89395649,225.3453867,111.0413483,0.15328084,31.64316125,81.63872712,68.97850659,14.95248568,37.64538174,0.014982762,0.051610458,19.10058509,0.523850647,10,TRUE,496,497,496,Female,Mandarin,4.2567,-0.1628,0.6634,0.4078,-0.3486,0.4059,-1.0471,-2.2336,-0.1726,1.2233,0.586,1.0804,-2.4643,-0.5008,-0.644,0.9085,-1.8343,10,0.3,5.71,78.25,1,1,112.7,14,4,5,1,5.71,5.7,8.5,0,4.8,78.25,0.1,0,0,0,0.1,0.1,0.1,0,0
2091,4604,p212p213-part1_ch2_414.023040_420.003040_q15_T_F,uh what is the most you um most you have ever spent on a pair of shoes,5.98,73.81484792,570.6812662,161.7086806,62.56619721,161.1506576,668.0026236,0.72605042,24.50963767,68.88077671,62.82422771,7.928547547,61.54424062,0.019028479,0.05390625,15.60404824,2.842809365,17,FALSE,212,213,212,Female,Mandarin,0.7296,-0.9837,0.8831,-0.9151,0.2463,-0.8078,0.2328,0.752,-0.8845,-0.7591,-0.5132,-0.7283,0.1041,-0.2008,-0.5734,0.0667,0.117,17,0,0.84,96.52,0,1,123.5,18,6.8,7.5,0,0.84,2,0.87,0,4,96.52,0,0,0.058823529,0,0.058823529,0,0.117647059,0,0.058823529
2092,4606,p380p381-part2_ch1_914.350330_915.112910_q7_T_T,not at all,0.762585034,191.2911047,343.9596995,240.5902745,46.18396468,225.2429831,516.9466825,0.657534247,40.6889349,79.62366988,75.65387379,11.4255278,74.8279164,0.021159795,0.084550319,15.70651541,3.933987511,3,TRUE,380,381,381,Female,Mandarin,-0.6741,1.8347,-0.4143,0.6201,-0.2251,0.404,-0.1143,0.3948,0.7302,0.9102,1.7782,0.1722,1.5316,-0.0427,0.3694,0.0914,1.0351,3,0,0.15,119.19,0,1,143.8,3,1.2,0.5,0,0.15,-7.5,-10.09,0,-2.7,119.19,0,0.333333333,0,0,0,0,0,0.333333333,0
2093,4608,p256p257-part2_ch1_651.798780_661.669970_q15_T_T,okay so um do your father um um have have cat now,9.871179138,94.72551054,412.3783351,205.0966861,43.36980733,209.569324,196.8979995,0.331300813,28.85755087,72.68846661,64.15344864,15.50896367,38.06635255,0.0194228,0.05030455,21.21098491,1.21566024,12,TRUE,256,257,257,Female,Mandarin,1.7766,-0.4821,-0.0228,-0.0707,-0.3061,0.1076,-0.8498,-1.3056,-0.4506,-0.1674,-0.2758,1.2237,-2.419,-0.1715,-0.6842,1.4166,-1.2522,12,0,0.6,101.6,0,1,128.6,13,4.8,5,0,0.6,-0.6,0.22,0,2.1,101.6,0.083333333,0,0,0,0,0,0.25,0,0
2094,4610,p420p421-part2_ch1_17.570000_25.410000_q1_F_T,and which restaurant uh which uh which restaurant is your favorite in xin xue,7.84,75.57932775,573.2378421,171.2249786,64.086423,183.5767153,369.7398565,0.445582586,17.23409745,69.9794203,59.03814854,15.65757899,54.30960384,0.019606823,0.069471731,12.95192126,1.785714286,14,TRUE,420,421,421,Female,Mandarin,1.2301,-0.9414,0.8977,-0.7299,0.29,-0.3838,-0.4526,-0.71,-1.6107,-0.5884,-1.1893,1.262,-0.6734,-0.1579,-0.0945,-0.5718,-0.7725,14,0.214285714,5.46,91.11,0,1,120.6,17,5.6,6,1,5.46,7.1,8.63,0,4,91.11,0.071428571,0,0.214285714,0,0.142857143,0,0.142857143,0,0
2095,4611,p432p433-part1_ch2_257.684970_258.159130_q6_F_F,ok ha ha,0.47414966,122.8618843,171.9771562,150.0354248,14.3701487,151.5103807,444.5962249,0.590909091,62.10819068,84.68043917,79.88576627,7.280808159,76.87059375,0.030350106,0.121450883,11.91589662,6.327116212,3,FALSE,432,433,432,Male,Mandarin,-0.8548,0.6803,-1.0645,0.2534,-0.9349,0.4873,-0.0082,0.3451,2.8946,1.7357,2.6327,-0.9031,1.9321,-0.0585,0.8459,-0.193,3.017,3,0,0.15,119.19,0,1,143.8,3,1.2,0.5,0,0.15,-10.6,-13.98,0,-2.7,119.19,0,0,0,0,0,0,0,0,0
2096,4612,p408p409-part1_ch2_159.850020_163.950020_q17_F_F,do you um do you currently own a tennis racket,4.1,97.37651525,592.965152,210.0247341,71.00758623,190.445123,703.1164769,0.568965517,20.34164047,72.22431049,62.81188366,11.54974225,59.00289687,0.022413314,0.075498415,16.16754392,2.43902439,10,FALSE,408,409,408,Female,Mandarin,0.2238,-0.4185,1.0106,0.0252,0.4892,-0.2539,0.3135,-0.0668,-1.3005,-0.2395,-0.5154,0.2042,-0.1691,0.0502,0.0909,0.2024,-0.2228,10,0.1,7.29,78.25,1,1,112.7,14,8,5,2,7.29,1,2.7,0,4.8,78.25,0,0,0,0,0,0,0.1,0,0
2097,4614,p476p477-part1_ch2_948.923891_951.990087_q24_F_F,how do you cheat it did you go to uh school in china or,3.066190476,80.11081345,557.0024161,110.9411829,51.34816064,105.2296311,469.5055316,0.798679868,27.34406816,72.94167246,67.43599392,9.236004915,65.75389043,0.023874344,0.071520557,14.73314054,4.565926386,14,FALSE,476,477,476,Male,Mandarin,-0.1574,-0.3454,1.1387,-0.5074,0.1292,-0.3877,0.0491,1.4281,-0.575,-0.0883,0.4091,-0.3996,0.7374,-0.5387,-0.6901,0.4853,1.5351,14,0,0.69,99.57,0,1,126.6,15,5.6,6,0,0.69,-0.4,-0.48,0,2.9,99.57,0.142857143,0,0.071428571,0.071428571,0,0,0.071428571,0.071428571,0
2098,4621,p524p525-part2_ch1_1602.356161_1605.520826_q24_F_T,"[""but i don't think that geography is that difficult""]",3.164671202,101.648999,496.5796498,247.8690535,111.8370309,222.1197454,806.5310803,0.61341853,36.56221956,80.68628169,72.90692797,9.722556054,69.74765666,0.032019335,0.111972071,10.62972947,2.843897336,9,TRUE,524,525,525,Male,Mandarin,-0.1309,0.1713,0.7929,2.1574,1.8699,1.8223,0.8236,0.4624,0.345,1.115,1.3863,-0.2743,1.1666,0.0652,0.5543,-0.5027,0.0862,9,0.222222222,5.84,62.34,2,1,101.7,14,8.04,5.5,1,5.84,5.1,7.39,0,6.8,62.34,0.111111111,0.111111111,0,0,0,0,0,0.111111111,0
2099,4622,p540p541-part1_ch2_589.672284_592.190180_q14_F_F,okay so uh how did it end,2.517891156,75.7224057,207.6478693,148.4098911,30.00171361,149.7267845,351.976158,0.439516129,32.39773698,73.43075395,67.66173262,13.04202094,64.92616084,0.02940974,0.069516602,8.986956159,2.780104288,7,FALSE,540,541,540,Female,Mandarin,-0.2018,-0.938,-1.1942,-1.1739,-0.6908,-1.0238,-0.4935,-0.7416,-0.0973,-0.0521,0.3508,0.5885,0.4675,0.569,-0.0931,-1.5264,0.0642,7,0,0.35,115.13,0,1,139.7,7,2.8,2.5,0,0.35,-5.3,-4.24,0,-1.2,115.13,0.285714286,0,0.142857143,0.142857143,0,0,0.142857143,0,0
2100,4623,p462p463-part2_ch1_809.725220_815.976470_q20_T_F,uh where where where where does where does he come from,6.251247166,87.53142362,573.1871539,139.9446557,85.68267097,124.3175552,438.8384634,0.45659164,26.72257715,67.932642,59.52211339,13.06991881,51.77860476,0.038509014,0.080373009,14.91858421,1.759648868,11,FALSE,462,463,463,Male,Mandarin,0.6995,-0.1674,1.2313,0.057,1.1172,-0.0268,-0.0214,-0.355,-0.637,-0.8666,-1.0043,0.5876,-0.7645,0.5465,-0.4178,0.5299,-0.8261,11,0,0.55,111.07,0,1,135.6,11,4.4,4.5,0,0.55,3.3,5.26,0,0.5,111.07,0,0,0.454545455,0,0,0,0.090909091,0,0
2101,4625,p388p389-part1_ch2_343.418840_345.516270_q8_T_F,mm for what,2.097437642,119.4366577,306.1805742,225.6849903,34.54504839,229.6636511,296.1644345,0.538834951,26.82294645,71.48015967,64.47255219,13.0506926,56.0022388,0.012793444,0.053642463,20.36233182,1.430316659,3,FALSE,388,389,388,Female,Mandarin,-0.315,0.1108,-0.6304,0.33,-0.5601,0.4876,-0.6217,-0.2239,-0.6537,-0.3552,-0.2188,0.5907,-0.4915,-0.6631,-0.5815,1.2123,-1.0715,3,0,0.15,119.19,0,1,143.8,3,1.2,0.5,0,0.15,-5.9,-8.18,0,-2.7,119.19,0,0,0.333333333,0,0,0,0.333333333,0,0
2102,4628,p402p403-part1_ch2_1942.395870_1944.265870_q14_T_F,uh what was the reason,1.87,106.4088099,550.9970407,209.7180009,46.3114418,217.156826,647.3379984,0.815217391,25.0907679,65.25498009,60.61490716,6.166020413,59.91676595,0.013633212,0.06758038,15.38148333,2.673796791,5,FALSE,402,403,402,Female,Mandarin,-0.3762,-0.2018,0.7704,0.0193,-0.2215,0.2511,0.1853,1.2168,-0.8265,-1.3225,-0.9077,-1.1822,-0.0708,-0.6008,-0.1527,0.0131,-0.0252,5,0,0.25,100.24,0,1,129.8,6,2,1.5,0,0.25,-2.1,-0.85,0,0.5,100.24,0,0,0.2,0.2,0,0,0.2,0,0
2103,4631,p514p515-part2_ch1_240.519710_241.120700_q1_T_T,six years,0.600997732,208.635237,351.3053953,247.315276,40.72996014,224.8130723,435.3212245,0.456140351,35.16454807,60.0453281,51.4699976,6.055159121,46.0672392,0.020413805,0.077432656,10.0674649,3.327799577,2,TRUE,514,515,515,Female,Mandarin,-0.7176,2.2508,-0.3722,0.751,-0.3821,0.3958,-0.3019,-0.6549,0.1789,-2.1319,-2.541,-1.2107,-1.5592,-0.098,0.1504,-1.2663,0.525,2,0,0.1,120.21,0,1,144.8,2,0.8,0,0,0.1,-1.7,-7.41,0,-3.1,120.21,0,0,0,0,0,0,0,0,0
2104,4632,p476p477-part1_ch2_629.288181_638.955891_q16_T_F,"[""two hundred bucks wow ok um mm uu what's the last movie you saw that you really hated""]",9.667709751,76.52091908,597.1792593,95.61948104,33.16786376,92.31805182,216.0296347,0.472481828,22.6958073,72.38352581,62.52390136,14.28520894,57.54974745,0.027068644,0.071363734,16.62230912,1.86186806,18,FALSE,476,477,476,Male,Mandarin,1.6187,-0.4315,1.3685,-0.8056,-0.394,-0.6318,-0.5334,-0.2722,-1.0389,-0.1751,-0.4682,0.9006,-0.1443,-0.3019,-0.695,0.9401,-0.7401,18,0.055555556,5.41,87.05,1,1,116.5,22,7.2,9,1,5.41,5.4,4,0,5.6,87.05,0,0,0.055555556,0,0,0,0.111111111,0.055555556,0.055555556
2105,4633,p360p361-part1_ch2_721.658080_722.737190_q6_T_F,slip ha,1.079115646,72.51201375,256.9027579,181.0835937,56.92637585,162.5460388,547.1900599,0.192307692,44.09682063,92.6531852,84.14689517,12.76550142,68.64093607,0.023901078,0.107846898,8.837197674,1.853369476,2,FALSE,360,361,360,Male,Mandarin,-0.692,-0.5277,-0.5785,0.8577,0.2897,0.696,0.2276,-1.7326,1.097,2.9745,3.3937,0.5093,1.0477,-0.5367,0.4274,-0.9343,-0.7473,2,0,0.1,120.21,0,1,144.8,2,0.8,0,0,0.1,-6.4,-13.21,0,-3.1,120.21,0,0,0,0,0,0,0,0,0
2106,4635,p204p205-part1_ch2_2631.564060_2633.698370_q11_F_T,when did you uh buy it,2.13430839,77.05253371,573.3845928,207.5865716,58.64314358,199.178449,558.0810407,0.723809524,34.50346485,74.32376765,69.29342921,11.68355892,68.44694297,0.015378491,0.046167672,18.56086481,2.811215112,6,TRUE,204,205,204,Female,Mandarin,-0.305,-0.9061,0.8985,-0.0222,0.1334,-0.0888,-0.0198,0.7403,0.1129,0.0867,0.6422,0.2386,0.8459,-0.4714,-0.8115,0.7786,0.0904,6,0,0.3,116.15,0,1,140.7,6,2.4,2,0,0.3,-5.2,-4.43,0,-1.5,116.15,0.166666667,0,0.166666667,0,0,0,0.166666667,0,0.166666667
2107,4636,p272p273-part1_ch2_882.545090_897.527950_q18_F_F,ok have you ever gotten into trouble with the police,14.98285714,76.08577965,592.3923235,138.9568784,94.14883563,117.9067573,194.0427788,0.137123746,25.63417388,73.42687363,60.3245129,13.02766148,34.39946566,0.039970386,0.111995218,10.20695291,0.667429443,10,FALSE,272,273,272,Male,Mandarin,3.0488,-0.442,1.3412,0.0378,1.3609,-0.148,-0.5839,-2.0203,-0.7457,-0.0129,-0.861,0.5768,-2.6321,0.6548,0.555,-0.6045,-1.7452,10,0.1,5.71,69.79,0,1,106.7,15,4,4,1,5.71,3.8,6.18,0,6,69.79,0,0,0,0,0,0,0,0,0
2108,4638,p476p477-part1_ch2_260.707891_261.140550_q8_F_T,ok,0.432653061,78.04522041,96.70364666,91.28194708,3.959865816,91.91695484,185.4666303,0.825,44.97519576,66.23608507,61.0041386,6.42640472,58.61537462,0.032503837,0.139201559,13.33836123,2.311320755,1,TRUE,476,477,476,Male,Mandarin,-0.866,-0.395,-1.4952,-0.89,-1.2345,-0.6394,-0.6036,1.5653,1.1846,-1.1303,-0.7396,-1.1231,-0.0297,0.1012,1.392,0.1494,-0.3619,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-11.6,-33.81,0,-3.5,121.22,0,0,0,0,0,0,0,0,0
2109,4643,p506p507-part2_ch1_305.319610_305.999610_q7_T_T,no allergies,0.68,107.841396,429.8379919,141.7460828,80.69725742,119.1558305,611.5762114,0.646153846,53.3911227,76.13487118,71.28651622,6.379877988,70.45371976,0.022978275,0.091553457,12.24534399,2.941176471,2,TRUE,506,507,507,Male,Mandarin,-0.7994,0.3199,0.411,0.0921,0.9738,-0.1244,0.3756,0.6331,2.0246,0.4078,1.0968,-1.1351,1.2425,-0.6052,-0.0738,-0.1137,0.168,2,0.5,11.63,35.61,1,1,84.8,4,20.8,1,1,11.63,5.5,1.3,0,8.8,35.61,0,0.5,0,0,0.5,0.5,0,0,0
2110,4644,p470p471-part1_ch2_546.758910_548.091440_q15_F_F,hmm why,1.332539683,115.8448162,531.6816505,235.1182212,64.59549537,239.8303224,771.6345137,0.723076923,33.60957627,72.51958995,66.31930853,10.98528723,65.58371489,0.019163544,0.071746209,17.84269069,1.500893389,2,FALSE,470,471,470,Female,Mandarin,-0.5208,0.0246,0.6599,0.5136,0.3047,0.6798,0.4709,0.7365,0.0237,-0.1937,0.1111,0.0588,0.5382,-0.1908,-0.0246,0.6057,-1.0122,2,0,0.1,120.21,0,1,144.8,2,0.8,0,0,0.1,-6.4,-13.21,0,-3.1,120.21,0,0,0.5,0.5,0,0,0.5,0,0
2111,4645,p414p415-part1_ch2_2045.177340_2051.637340_q21_F_T,"[""uh so you you're now major student now because you are s- uh you're a freshman""]",6.46,80.5605694,544.2759993,191.803703,45.07867848,193.0444393,330.5769447,0.707620529,29.5204169,74.61806323,69.17500412,10.03665732,67.30192422,0.01715051,0.042170857,17.22210338,2.476780186,16,TRUE,414,415,414,Female,Mandarin,0.8588,-0.8219,0.732,-0.3294,-0.2569,-0.2048,-0.5426,0.6559,-0.3845,0.1324,0.6211,-0.1855,0.7228,-0.34,-0.9344,0.4563,-0.191,16,0.176470588,6.4,80.62,0,1,112.5,20,6.4,7,2,6.4,5.1,4.17,0,6,80.62,0.117647059,0,0,0.058823529,0,0,0.117647059,0,0
2112,4646,p430p431-part1_ch2_343.587350_351.487350_q8_T_T,okay um have you ever bought anything on ebay,7.9,75.76424332,498.2722359,120.8174851,40.41598286,117.126322,108.9052241,0.261753494,22.69785958,81.88310061,68.30571221,16.95223861,57.18628613,0.020816354,0.103042275,14.92901091,1.139240506,9,TRUE,430,431,430,Male,Mandarin,1.1431,-0.4497,0.8026,-0.3152,-0.1854,-0.1627,-0.7796,-1.3706,-1.0387,1.301,0.5645,1.5874,-0.1833,-0.7655,0.2796,0.5324,-1.3482,9,0.111111111,0.45,96.18,0,1,125.7,11,3.6,3.5,0,0.45,2.4,4.78,0,2.1,96.18,0,0,0,0,0,0,0.111111111,0,0.111111111
2113,4647,p482p483-part2_ch1_621.804130_625.428320_q5_T_T,and have you ever broken a bone,3.624195011,90.84732837,327.1480903,169.0084937,53.97119995,190.831943,280.2929506,0.579387187,26.82720094,72.77613402,64.85215839,13.4259848,62.15104582,0.015852534,0.061103093,16.71956796,1.931463395,7,TRUE,482,483,483,Female,Mandarin,0.0958,-0.5751,-0.5104,-0.773,-0.001,-0.2466,-0.6582,-0.0125,-0.6532,-0.1538,-0.151,0.6873,0.1693,-0.4363,-0.352,0.3353,-0.6499,7,0,0.35,89.75,0,1,121.7,9,2.8,2.5,0,0.35,-1.2,0.76,0,2.5,89.75,0.142857143,0,0,0,0.142857143,0,0,0,0
2114,4648,p390p391-part2_ch1_954.496340_964.367740_q20_T_F,got you uh if you attended college what was your major i mean what is your major now,9.871405896,77.14146437,598.3701435,185.1811586,60.04005772,178.7492336,400.3867228,0.472560976,23.05765245,75.84253559,64.68583473,17.89248272,57.9961562,0.014660352,0.061949755,17.78166851,1.823448472,18,FALSE,390,391,391,Female,Mandarin,1.7766,-0.9039,1.0415,-0.4583,0.1736,-0.4751,-0.3822,-0.5693,-1.0295,0.3227,-0.1807,1.8375,-0.2772,-0.5247,-0.3259,0.591,-0.7408,18,0.111111111,5.41,78.59,1,1,110.5,23,9.42,9,1,5.41,5.1,4,0,6.8,78.59,0.055555556,0,0.111111111,0,0,0,0.055555556,0.055555556,0
2115,4649,p540p541-part1_ch2_893.479429_894.067811_q17_F_T,mm hmm,0.588390023,175.4261726,307.4914085,193.8665484,32.34194174,178.7217458,403.8517325,0.818181818,32.64321479,71.47586779,67.92875135,11.69283439,67.91231029,0.026854996,0.070802843,23.19664487,3.399105904,2,TRUE,540,541,540,Female,Mandarin,-0.721,1.4541,-0.6229,-0.2892,-0.6235,-0.4756,-0.3742,1.2322,-0.0728,-0.3558,0.3985,0.241,0.7884,0.3796,-0.0536,1.8947,0.585,2,0,0.1,120.21,0,1,144.8,2,0.8,0,0,0.1,-8.8,-16.11,0,-3.1,120.21,0,0,0,0,0,0,1,0,0
2116,4653,p466p467-part1_ch2_494.078170_497.630370_q15_T_T,did it make you pick an answer really um,3.552199546,154.7905506,334.0362739,230.6922841,47.19038334,228.6032929,345.1601219,0.471590909,22.5045042,74.38830799,61.58214788,15.26847285,51.76858741,0.01666365,0.073289905,15.77854108,2.533641447,9,TRUE,466,467,466,Female,Mandarin,0.0764,0.959,-0.471,0.4275,-0.1962,0.4675,-0.5091,-0.5744,-1.0847,0.0967,-0.735,1.1618,-0.9465,-0.3761,0.0229,0.1087,-0.1432,9,0,0.45,87.72,1,1,119.7,12,3.6,4.5,0,0.45,-0.3,1.59,0,3.3,87.72,0,0,0,0.222222222,0,0,0.111111111,0.111111111,0
2117,4656,p494p495-part1_ch2_356.019370_361.259370_q2_F_T,uh you mean in the uh in the same city you mean,5.24,103.9220194,181.8833952,118.8591123,8.884099497,117.183933,88.7410387,0.45681382,27.90119345,72.76344533,65.2664956,15.97102114,55.97513278,0.014011664,0.062016606,20.14138397,2.290076336,12,TRUE,494,495,494,Male,Mandarin,0.4274,0.2259,-1.0078,-0.3533,-1.0928,-0.1616,-0.8259,-0.3539,-0.5194,-0.116,0.0217,1.3347,-0.3135,-1.2701,-0.9825,1.7873,-0.3798,12,0,0.6,110.06,0,1,134.6,12,4.8,5,0,0.6,-1.4,-0.78,0,0.9,110.06,0,0,0,0,0,0,0.166666667,0,0
2118,4659,p380p381-part2_ch1_1156.364830_1157.904830_q11_F_T,not at all how do you read,1.54,84.21345661,362.1736207,204.0374654,65.64198346,205.3091178,658.782871,0.721854305,46.43638295,79.31360796,74.10910069,9.643438635,74.53217523,0.018127268,0.080979282,17.40223049,4.545454545,7,TRUE,380,381,381,Female,Mandarin,-0.4649,-0.7343,-0.31,-0.0913,0.3348,0.0271,0.2116,0.7301,1.3038,0.862,1.5023,-0.2867,1.4998,-0.2676,0.2595,0.4996,1.5496,7,0,0.35,115.13,0,1,139.7,7,2.8,2.5,0,0.35,-4.6,-3.37,0,-1.2,115.13,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0.142857143,0
2119,4660,p468p469-part2_ch1_1603.744070_1604.151270_q22_T_T,no,0.407210884,93.39498677,173.8862294,130.712792,23.62258978,122.3735615,524.3186216,0.810810811,30.72870153,62.19549327,60.74652849,7.749111893,61.68510338,0.034766236,0.068811777,15.70942786,2.455730037,1,TRUE,468,469,469,Male,Mandarin,-0.8728,-0.0267,-1.0536,-0.1227,-0.6687,-0.0635,0.1751,1.4913,-0.2372,-1.7581,-0.7856,-0.7825,0.3001,0.2689,-0.7735,0.7203,-0.2404,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-11.6,-33.81,0,-3.5,121.22,0,1,0,0,0,0,0,0,0
2120,4661,p482p483-part2_ch1_401.425650_408.300920_q23_F_F,okay and um did you ever cheat on a test in high school,6.875260771,83.86082279,280.1398865,194.7017521,47.62425211,196.9450803,181.0412995,0.43128655,28.87714661,71.48180543,62.88267291,12.88777771,55.19510174,0.02030831,0.059859311,14.05467054,1.890837371,13,FALSE,482,483,483,Female,Mandarin,0.9705,-0.7427,-0.7794,-0.273,-0.1837,-0.131,-0.8863,-0.7845,-0.4487,-0.3549,-0.5027,0.5487,-0.5783,-0.1059,-0.3902,-0.3063,-0.684,13,0,0.64,100.58,0,1,127.6,14,5.2,5.5,0,0.64,0.7,1.03,0,2.5,100.58,0.076923077,0,0,0,0,0,0.076923077,0,0
2121,4662,p382p383-part2_ch1_976.794740_977.504740_q24_F_T,you did,0.71,185.1221911,436.9087147,269.8638295,81.11534458,232.053834,1239.58875,0.402985075,39.51706188,78.05986783,70.15844498,12.32164315,55.11940354,0.03706967,0.097263721,13.22400857,2.816901408,2,TRUE,382,383,383,Female,Mandarin,-0.6883,1.6867,0.1176,1.1898,0.7801,0.5327,1.5463,-0.932,0.6133,0.6672,0.7967,0.403,-0.5864,1.137,0.7605,-0.5063,0.0952,2,0,0.1,120.21,0,1,144.8,2,0.8,0,0,0.1,-6.4,-13.21,0,-3.1,120.21,0,0,0,0,0,0,0,0,0
2122,4664,p402p403-part2_ch1_828.216630_833.992190_q13_T_T,o k um mm who ended your last romantic relationship,5.775555556,175.6844165,588.4444163,227.7929029,78.60875757,208.85701,658.0181811,0.548780488,29.15722107,77.0806601,64.80520558,13.03869084,59.14958551,0.016504945,0.057737046,20.28205354,1.731435167,10,TRUE,402,403,403,Female,Mandarin,0.6746,1.4603,0.9847,0.371,0.7079,0.0942,0.2099,-0.172,-0.4207,0.5151,-0.1593,0.5876,-0.1533,-0.3879,-0.4555,1.193,-0.8182,10,0.2,8.87,61.33,2,1,100.6,16,12,6,3,8.87,3.4,5.6,0,7.2,61.33,0,0,0.1,0,0,0,0.2,0,0
2123,4666,p534p535-part1_ch2_2978.567702_2979.846973_q17_F_T,"[""um i'm sorry""]",1.279274376,88.7834759,558.3188133,141.6926559,110.9292319,108.9428107,1458.518863,0.491935484,34.97451235,75.02620028,69.4758113,12.47990357,67.5909857,0.026185925,0.068396106,13.84163678,2.34507941,3,TRUE,534,535,534,Male,Mandarin,-0.6382,-0.1373,1.1462,0.091,1.8438,-0.3175,2.3219,-0.1708,0.1865,0.2356,0.7735,0.4357,0.9348,-0.3673,-0.7863,0.2706,-0.3335,3,0,0.15,93.81,0,1,125.8,4,1.2,0.5,0,0.15,-4.3,-8.18,0,0.9,93.81,0,0,0,0,0,0,0.333333333,0,0
2124,4669,p482p483-part2_ch1_645.649710_647.805100_q8_T_T,like wha- um when,2.155396825,87.45284371,208.7528309,186.4043633,17.67820249,188.1947632,212.7258758,0.419811321,30.23448444,75.39639344,65.26677015,14.56808596,50.27493723,0.017029388,0.076436948,15.85916917,1.85580676,4,TRUE,482,483,483,Female,Mandarin,-0.2994,-0.6565,-1.1879,-0.4345,-1.0455,-0.2965,-0.8135,-0.8443,-0.3132,0.2533,-0.0769,0.9814,-1.107,-0.349,0.1198,0.1281,-0.7135,4,0,0.2,118.18,0,1,142.8,4,1.6,1,0,0.2,-3,-4.36,0,-2.3,118.18,0.2,0,0.2,0,0,0,0.2,0,0
2125,4670,p404p405-part2_ch1_1008.916750_1009.573100_q17_F_T,oh,0.656349206,176.6412455,383.5795132,234.1590372,38.65095789,238.5342007,512.2054546,0.887096774,43.19232578,77.35937831,73.86469347,8.508931265,74.36590219,0.009571917,0.033203265,19.88102437,1.523579202,1,TRUE,404,405,405,Female,Mandarin,-0.7027,1.4832,-0.1875,0.4949,-0.4419,0.6553,-0.1252,1.5914,0.9801,0.5584,1.4587,-0.5789,1.482,-0.902,-1.2103,1.0964,-0.9931,1,0,0.05,121.22,0,1,145.8,1,0.4,-0.5,0,0.05,-11.6,-33.81,0,-3.5,121.22,0,0,0,0,0,0,1,0,0
